,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
GMBZV052-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0164,,Lestodiplosis sp. 1 NPH-2020,0.0164
GMBZV210-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0556,,Lestodiplosis sp. 1 NPH-2020,0.0556
GMMBG733-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.0280,,Culicoides imicola,0.0280
GMBZB117-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Psychodidae,0.0012,,Phlebotomus,0.0012,,Phlebotomus tobbi,0.0012
GMBZB618-16,Collembola,Collembola,0.9997,Symphypleona,Symphypleona,0.0041,,Dicyrtomidae,0.0041,,Dicyrtomina,0.0024,,Dicyrtomina ornata,0.0024
GMBZC092-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0105,,Cystiphora taraxaci,0.0105
GMMBB318-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.0066,,Culicoides victoriae,0.0033
GMMBG630-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Alpinosciara,0.0011,,Alpinosciara subtrivialis,0.0004
GMBZA111-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.6095,,Thaumatomyia bistriata,0.0047
GMBZC128-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0059,,Lestodiplosis sp. 1 NPH-2020,0.0059
GMBZP221-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,0.9997,,Lestodiplosis,0.0015,,Lestodiplosis sp. 1 NPH-2020,0.0015
GMMBC714-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.1252,Cecidomyiidae,Cecidomyiidae,0.0159,,Peromyia,0.0159,,Peromyia perpusilla,0.0159
GMMBC752-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.8241,Sciaridae,Psychodidae,0.0215,,Gomphiocephalus,0.0101,,Gomphiocephalus hodgsoni,0.0101
GMMBF428-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chloropidae,Chloropidae,0.3439,,Olcella,0.0003,,Olcella difficilis,0.0003
GMMBG581-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,1.0000,,Bradysia radicum,0.1342
GMBZB276-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0660,,Cystiphora taraxaci,0.0660
GMBZL491-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9978
GMMBA479-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chloropidae,Chloropidae,0.9981,,Chlorops,0.0046,,Chlorops oryzae,0.0039
GMMBC728-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Milichiidae,Palaemonidae,0.0005,,Periclimenes,0.0005,,Periclimenes soror,0.0005
GMMBD769-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Agromyzidae,0.0064,,Allognosta,0.0037,,Allognosta fuscitarsis,0.0037
GMMBG912-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.2712,,Asteromyia carbonifera,0.2712
GMBZB672-16,Insecta,Insecta,1.0000,Hemiptera,Hemiptera,1.0000,Aleyrodidae,Aleyrodidae,0.9999,,Aleurodicus,0.0427,,Aleurodicus dispersus,0.0243
GMBZX227-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.3412,,Bradysia odoriphaga,0.0008
GMMBC726-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.2420,,Cystiphora taraxaci,0.0526
GMMBE437-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,,Geometridae,0.0005,,Eupithecia,0.0005,,Eupithecia annulata,0.0005
GMBZF387-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9995,Cecidomyiidae,Cecidomyiidae,0.9995,,Peromyia,0.4259,,Peromyia cornuta,0.0328
GMBZL307-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9997,Ceratopogonidae,Agromyzidae,0.0711,,Cerodontha,0.0711,,Tarnania tarnanii,0.0005
GMBZP404-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.9996,,Drosophila,0.2852,,Drosophila falleni,0.0068
GMMBE496-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Monomorium,Monomorium,1.0000,Monomorium floricola,Monomorium floricola,0.9968
GMMBF181-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Mordellidae,Mordellidae,0.0680,,Stilbus,0.0108,,Stilbus apicialis,0.0108
GMMBF457-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,1.0000,,Psychoda,0.9996,,Psychoda phalaenoides,0.0532
GMMBG471-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Scatopsciara,0.0102,,Scatopsciara fera,0.0026
GMBZL219-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.8324,,Bradysia nervosa,0.0013
GMBZV101-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.0237,,Culicoides,0.0002,,Culicoides pulicaris,0.0002
GMBZX204-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9922,Cecidomyiidae,Apidae,0.0052,,Asteromyia,0.0023,,Anopheles algeriensis,0.0013
GMMBG1852-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.8568,Cecidomyiidae,Cecidomyiidae,0.8568,,Vitisiella,0.0039,,Vitisiella brevicauda,0.0039
GMBZX221-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.1742,,Vitisiella brevicauda,0.1742
GMMBE485-16,Insecta,Insecta,1.0000,Neuroptera,Neuroptera,1.0000,Chrysopidae,Chrysopidae,0.6840,,Lordithon,0.0020,,Lordithon fungicola,0.0020
GMBZB280-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.6193,,Lestodiplosis sp. 1 NPH-2020,0.4111
GMMBC344-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,1.0000,,Megaselia pulicaria complex,0.6533
GMMBF436-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9999,Phoridae,Heptageniidae,0.0045,,Epeorus,0.0045,,Brownphora sinefurca,0.0039
GMBZB419-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9978
GMBZB434-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Pseudomyrmex,Pseudomyrmex,0.9993,,Pseudomyrmex elongatus,0.9173
GMMBD743-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Dasyhelea,0.9999,,Dasyhelea arenivaga,0.0018
GMBZB594-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,1.0000,Entomobryidae,Entomobryidae,1.0000,,Entomobrya,0.6128,,Dicyrtoma maculosa,0.0011
GMBZL056-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,1.0000,,Megaselia hentschkeae,0.0043
GMBZP215-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.0349,,Asteromyia carbonifera,0.0078
GMBZV106-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9999,Cecidomyiidae,Cecidomyiidae,0.9999,,Lestodiplosis,0.0505,,Lestodiplosis juniperina,0.0412
GMMBD081-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Monomorium,Monomorium,0.9998,Monomorium pharaonis,Monomorium pharaonis,0.9574
GMMBD770-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.9995,,Chrysotus,0.1497,,Chrysotus femoratus,0.0831
GMMBG1077-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.0075,Cecidomyiidae,Phalacridae,0.0002,,Stilbus,0.0002,,Stilbus apicialis,0.0002
GMBZC049-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,0.9998,,Aedes flavescens,0.0138
GMBZL290-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Sepsidae,0.0064,,Themira,0.0064,,Iteaphila orchestris,0.0038
GMBZL295-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.0011,,Forcipomyia bipunctata,0.0011
GMBZL483-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9978
GMMBC340-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Scatopsciara,0.0102,,Scatopsciara fera,0.0026
GMMBG168-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,0.0340,,Megaselia thomaspapei,0.0340
GMBZG060-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,1.0000,Drosophila,Drosophila,1.0000,Drosophila sturtevanti,Drosophila sturtevanti,0.9981
GMMBE453-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,0.9999,Lampyridae,Coccinellidae,0.0009,,Cinara,0.0007,,Cinara pruinosa,0.0007
GMMBG183-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Sciara,0.0360,,Sciara humeralis,0.0360
GMBZA144-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.3374,,Lestodiplosis sp. 1 NPH-2020,0.3374
GMBZB338-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.9953,,Culicoides pulicaris,0.0232
GMBZG059-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Sarcophaga,0.0019,,Sarcophaga dux,0.0019
GMBZP413-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.6193,,Lestodiplosis sp. 1 NPH-2020,0.4111
GMMBF480-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9997,Sciaridae,Sciaridae,0.0160,,Prosmittia,0.0005,,Prosmittia jemtlandica,0.0005
GMMBG575-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,Forcipomyia,Forcipomyia,0.6853,,Tarnania tarnanii,0.0007
GMBZL200-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.3374,,Lestodiplosis sp. 1 NPH-2020,0.3374
GMMBD812-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Dolichopodidae,Dolichopodidae,0.9769,,Condylostylus,0.0451,,Condylostylus patibulatus,0.0451
GMBZC070-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Megaselia,0.3745,,Megaselia ilca,0.0612
GMBZC109-16,Insecta,Insecta,1.0000,Diptera,Hemiptera,0.8475,Sciaridae,Sciaridae,0.0009,Hyperlasion,Cinara,0.0007,,Cinara pseudotaxifoliae,0.0007
GMBZC202-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.7715,,Culicoides victoriae,0.0034
GMBZF414-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.9971,,Scaptomyza,0.0220,,Scaptomyza pallida,0.0045
GMBZF470-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Corynoptera,0.7170,,Corynoptera saccata,0.0040
GMMBC627-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Dasyhelea,0.9073,,Phora atra,0.0082
GMMBE424-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Prenolepis,Lasius,0.2691,,Lasius flavus,0.0271
GMMBG1071-16,Insecta,Insecta,1.0000,Diptera,Hymenoptera,1.0000,Cecidomyiidae,Ichneumonidae,0.0005,,Enytus,0.0005,,Enytus apostata,0.0005
GMMBG711-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.8538,,Forcipomyia bipunctata,0.0141
GMBZB337-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Polypedilum,0.2920,,Polypedilum tigrinum,0.0012
GMBZC192-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0115,,Bradysia difformis,0.0018
GMBZL187-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9704,Phoridae,Phoridae,0.0025,,Smidtia,0.0010,,Smidtia fumiferanae,0.0010
GMMBF229-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Anochetus,Anochetus,0.9566,,Anochetus mayri,0.5930
GMMBG179-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Mycetophilidae,Cecidomyiidae,0.0003,,Asteralobia,0.0003,,Asteralobia soyogo,0.0003
GMBZF393-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,0.9999,,Gymnophora,0.0266,,Gymnophora subarcuata,0.0266
GMBZM695-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,1.0000,Staphylinidae,Ptinidae,0.0087,,Caenocara,0.0087,,Caenocara scymnoides,0.0087
GMBZP355-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.0237,,Culicoides,0.0002,,Culicoides pulicaris,0.0002
GMBZP436-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.0033,,Vitisiella brevicauda,0.0032
GMMBF250-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Dolichoderus,Dolichoderus,0.9997,Dolichoderus thoracicus,Dolichoderus rugocapitus,0.9968
GMMBG701-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Lycoriella,0.1623,,Lycoriella sativae,0.1623
GMBZL149-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9557,Phoridae,Ceratopogonidae,0.0637,,Dasyhelea,0.0637,,Aedes communis,0.0078
GMBZX198-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,0.0042,,Psychoda,0.0042,,Baetis tricaudatus,0.0027
GMMBC364-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.0614,,Culicoides imicola,0.0614
GMMBE411-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,0.9969,Lepidopsocidae,Lepidopsocidae,0.0209,,Lepidopsocus,0.0209,,Lepidopsocus unicolor,0.0209
GMBZB392-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0368,,Cystiphora taraxaci,0.0368
GMBZG082-16,Insecta,Insecta,0.9996,Diptera,Diptera,0.9310,Mycetophilidae,Psychodidae,0.0557,,Tarnania,0.0042,,Tarnania tarnanii,0.0042
GMMBE427-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Anochetus,Anochetus,0.9566,,Anochetus mayri,0.5930
GMMBE458-16,Insecta,Insecta,1.0000,Lepidoptera,Lepidoptera,1.0000,,Notodontidae,0.1473,,Blastobasis,0.0020,,Syssphinx quadrilineataDHJ01,0.0008
GMMBF155-16,Insecta,Insecta,1.0000,Coleoptera,Coleoptera,0.9993,Corylophidae,Formicidae,0.0893,,Lasius,0.0893,,Lasius neoniger,0.0893
GMMBF446-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.1079,,Lestodiplosis juniperina,0.1079
GMBZE197-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Chironomidae,Chironomidae,1.0000,,Homona,0.0005,,Homona mermerodes,0.0005
GMBZV074-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Pollenia,0.0022,,Pollenia rudis,0.0022
GMBZP447-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.1139,,Cystiphora taraxaci,0.1139
GMBZP484-16,Insecta,Insecta,1.0000,Coleoptera,Diptera,1.0000,Staphylinidae,Sciaridae,1.0000,,Bradysia,0.3153,,Bradysia odoriphaga,0.0006
GMBZK159-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.0061,,Dasyhelea arenivaga,0.0028
GMBZN047-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
GMBZP523-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,1.0000,,Elipsocidae,0.0053,,Propsocus,0.0053,,Propsocus pulchripennis,0.0053
GMBZP238-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Psychodidae,Psychodidae,0.9999,,Psychoda,0.7144,,Psychoda lobata,0.0074
GMBZP311-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.7676,,Asteromyia carbonifera,0.7676
GMBZP343-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.9731,,Asteromyia carbonifera,0.0858
GMBZV132-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.7793,Cecidomyiidae,Cecidomyiidae,0.7793,,Dasineura,0.0487,,Dasineura mali,0.0190
GMBZP279-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9686,,Forcipomyia,0.2560,,Forcipomyia litoraurea,0.0008
GMBZK085-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Phoridae,Phoridae,1.0000,,Pollenia,0.0016,,Pollenia rudis,0.0016
GMBZC280-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9997,Mycetophilidae,Mycetophilidae,0.9994,,Tarnania,0.0008,,Tarnania tarnanii,0.0008
GMBZP307-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9096,Sciaridae,Sciaridae,0.2397,,Bradysia,0.2397,,Cerura vinula,0.0227
GMBZN366-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Asteromyia,0.3134,,Asteromyia carbonifera,0.3134
GMBZP320-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Cecidomyiidae,0.0109,,Peromyia,0.0109,,Tarnania tarnanii,0.0014
GMBZP406-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Vitisiella,0.0626,,Vitisiella brevicauda,0.0626
GMBZN351-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9660,Phoridae,Ceratopogonidae,0.0643,,Dasyhelea,0.0577,,Aedes communis,0.0071
GMBZN015-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
GMBZV229-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Dolichosciara,0.9148,,Dolichosciara flavipes,0.9148
GMBZN135-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
GMBZP251-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Culicoides,0.9958,,Culicoides pulicaris,0.0223
GMBZP226-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9998,Ceratopogonidae,Agromyzidae,0.0066,,Cerodontha,0.0066,,Tarnania tarnanii,0.0027
GMBZN163-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Pambolus,Pambolus,0.8955,,Pambolus Malaise7324,0.0379
GMBZP323-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.3153,,Bradysia odoriphaga,0.0006
GMBZP344-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.0145,,Lestodiplosis juniperina,0.0071
GMBZP519-16,Insecta,Insecta,1.0000,Psocodea,Psocodea,1.0000,,Elipsocidae,0.0060,,Propsocus,0.0060,,Propsocus pulchripennis,0.0060
GMBZP337-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Forcipomyia,0.9940,,Culicoides victoriae,0.0045
GMBZN144-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Braconidae,Braconidae,1.0000,Heterospilus,Heterospilus,1.0000,,Heterospilus sp.,0.9631
GMBZK088-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Tullbergia,0.0009,,Tarnania tarnanii,0.0003
GMBZC690-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,1.0000,Entomobryidae,Entomobryidae,1.0000,,Entomobrya,1.0000,,Orchesella villosa,0.0020
GMBZN061-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
GMBZP308-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Drosophilidae,Drosophilidae,0.9933,,Scaptomyza,0.0167,,Scaptomyza pallida,0.0037
GMBZV212-16,Insecta,Insecta,1.0000,Diptera,Hymenoptera,0.0024,Phoridae,Apidae,0.0024,,Ceratina,0.0024,,Ceratina calcarata,0.0024
GMBZP277-16,Insecta,Insecta,1.0000,Diptera,Diptera,0.9998,Mycetophilidae,Mycetophilidae,0.9995,,Tarnania,0.0008,,Tarnania tarnanii,0.0008
GMBZP347-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Lestodiplosis,0.8292,,Lestodiplosis sp. 1 NPH-2020,0.8292
GMBZO073-16,Insecta,Insecta,1.0000,Diptera,Coleoptera,0.8326,Conopidae,Formicidae,0.0048,,Camponotus,0.0048,,Camponotus sanctaefidei,0.0048
GMBZP379-16,Insecta,Insecta,1.0000,Diptera,Hemiptera,0.8588,Sciaridae,Sciaridae,0.0010,Hyperlasion,Cinara,0.0007,,Cinara pseudotaxifoliae,0.0007
GMBZP434-16,Insecta,Insecta,1.0000,Diptera,Hemiptera,0.7978,Sciaridae,Sciaridae,0.0012,Hyperlasion,Chimarra,0.0007,,Chimarra socia,0.0007
GMBZP451-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Cecidomyiidae,Cecidomyiidae,1.0000,,Cystiphora,0.0066,,Cystiphora taraxaci,0.0066
GMBZN042-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
GMBZP274-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Empididae,Sphaeroceridae,0.0354,,Beris,0.0126,,Chespiritos dolabratus,0.0022
GMBZP304-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,0.9998,,Forcipomyia,0.4470,,Forcipomyia bipunctata,0.0283
GMBZJ259-16,Collembola,Collembola,1.0000,Entomobryomorpha,Entomobryomorpha,1.0000,Entomobryidae,Entomobryidae,1.0000,,Entomobrya,0.4571,,Entomobrya atrocincta,0.0935
GMBZV135-16,Insecta,Insecta,1.0000,Diptera,Trombidiformes,0.0802,Cecidomyiidae,Tetranychidae,0.0802,,Tetranychus,0.0802,,Asteromyia carbonifera,0.0040
GMBZP340-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Sciaridae,Sciaridae,1.0000,,Bradysia,0.0332,,Corynoptera minima,0.0007
GMBZP352-16,Insecta,Insecta,1.0000,Diptera,Diptera,1.0000,Ceratopogonidae,Ceratopogonidae,1.0000,,Argyria,0.0002,,Argyria centrifugensDHJ02,0.0002
GMBZK283-16,Insecta,Insecta,1.0000,Diptera,Hymenoptera,0.3298,Cecidomyiidae,Cecidomyiidae,0.0063,,Lestremia,0.0010,,Lestremia cinerea,0.0010
GMBZN031-16,Insecta,Insecta,1.0000,Hymenoptera,Hymenoptera,1.0000,Formicidae,Formicidae,1.0000,Crematogaster,Crematogaster,0.9998,Crematogaster carinata,Crematogaster carinata,0.9979
