,class_label,class_pred,class_score,order_label,order_pred,order_score,family_label,family_pred,family_score,genus_label,genus_pred,genus_score,species_label,species_pred,species_score
GMMBG226-16,Insecta,Insecta,0.89,Diptera,Coleoptera,0.68,Sciaridae,Curculionidae,0.68,,Trigonopterus,0.68,,Trigonopterus sp.,0.68
GMMBG237-16,Insecta,Insecta,0.85,Diptera,Diptera,0.6,Sciaridae,Limoniidae,0.55,,Dicranomyia,0.55,,Dicranomyia sp.,0.55
GMMBG484-16,Insecta,Collembola,0.24,Diptera,Entomobryomorpha,0.24,Sciaridae,Entomobryidae,0.24,,Heteromurus,0.24,,Heteromurus nitidus,0.24
GMMBG812-16,Insecta,Chilopoda,0.35,Diptera,Scolopendromorpha,0.34,Phoridae,Scolopendridae,0.34,,Scolopendra,0.34,,Scolopendra subspinipes,0.34
GMMBG856-16,Insecta,Insecta,0.94,Diptera,Hymenoptera,0.66,Cecidomyiidae,Vespidae,0.41,,Ropalidia,0.41,,Ropalidia sp.,0.41
GMMBI146-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.69,,Dicranomyia,0.69,,Dicranomyia sp.,0.69
GMMBI370-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.42,,Dicranomyia,0.42,,Dicranomyia sp.,0.42
GMMBI540-16,Insecta,Insecta,0.99,Diptera,Diptera,0.96,Ceratopogonidae,Limoniidae,0.86,,Dicranomyia,0.86,,Dicranomyia sp.,0.86
GMBZA123-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ceratopogonidae,Limoniidae,0.59,,Dicranomyia,0.59,,Dicranomyia sp.,0.59
GMBZA205-16,Insecta,Insecta,0.97,Diptera,Diptera,0.73,Sciaridae,Limoniidae,0.26,,Dicranomyia,0.26,,Dicranomyia sp.,0.26
GMBZA317-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZB146-16,Insecta,Insecta,1.0,Diptera,Diptera,0.89,Cecidomyiidae,Cecidomyiidae,0.88,,Lestodiplosis,0.62,,Lestodiplosis juniperina,0.62
GMBZB165-16,Insecta,Insecta,0.63,Diptera,Diptera,0.54,Sciaridae,Limoniidae,0.33,,Dicranomyia,0.33,,Dicranomyia sp.,0.33
GMBZB250-16,Insecta,Insecta,0.85,Diptera,Diptera,0.36,Sciaridae,Limoniidae,0.25,,Dicranomyia,0.25,,Dicranomyia sp.,0.25
GMBZB333-16,Insecta,Insecta,0.85,Diptera,Diptera,0.42,Sciaridae,Limoniidae,0.32,,Dicranomyia,0.32,,Dicranomyia sp.,0.32
GMBZC068-16,Insecta,Insecta,0.95,Diptera,Diptera,0.75,Ceratopogonidae,Limoniidae,0.45,,Dicranomyia,0.45,,Dicranomyia sp.,0.45
GMBZC090-16,Insecta,Insecta,0.98,Diptera,Diptera,0.72,Mycetophilidae,Limoniidae,0.39,,Dicranomyia,0.39,,Dicranomyia sp.,0.39
GMBZC376-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,,Pheidole,0.66,,Pheidole sp.,0.66
GMBZC387-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZC689-16,Collembola,Collembola,0.99,Entomobryomorpha,Entomobryomorpha,0.98,Entomobryidae,Entomobryidae,0.47,,Heteromurus,0.47,,Heteromurus nitidus,0.47
GMBZD044-16,Insecta,Insecta,0.95,Lepidoptera,Hymenoptera,0.48,Tineidae,Vespidae,0.24,,Ropalidia,0.24,,Ropalidia sp.,0.24
GMBZD385-16,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Curculionidae,Curculionidae,1.0,,Trigonopterus,1.0,,Trigonopterus sp.,1.0
GMBZD423-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,0.99,Entomobryidae,Entomobryidae,0.58,,Heteromurus,0.58,,Heteromurus nitidus,0.58
GMBZE185-16,Insecta,Insecta,0.65,Diptera,Diptera,0.53,Sciaridae,Limoniidae,0.2,,Dicranomyia,0.2,,Dicranomyia sp.,0.2
GMBZF417-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Dolichopodidae,Limoniidae,0.76,,Dicranomyia,0.76,,Dicranomyia sp.,0.76
GMBZK171-16,Insecta,Insecta,0.99,Diptera,Diptera,0.95,Cecidomyiidae,Cecidomyiidae,0.95,,Asteromyia,0.72,,Asteromyia carbonifera,0.7
GMBZK190-16,Insecta,Insecta,0.99,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.84,,Dicranomyia,0.84,,Dicranomyia sp.,0.84
GMBZL136-16,Insecta,Insecta,0.94,Diptera,Diptera,0.76,Mycetophilidae,Tabanidae,0.22,,Tabanus,0.22,,Tabanus sp.,0.22
GMBZM293-16,Insecta,Insecta,0.99,Diptera,Diptera,0.96,Cecidomyiidae,Cecidomyiidae,0.96,,Lestodiplosis,0.39,,Lestodiplosis juniperina,0.39
GMBZM340-16,Insecta,Insecta,0.76,Diptera,Diptera,0.65,Ceratopogonidae,Limoniidae,0.3,,Dicranomyia,0.3,,Dicranomyia sp.,0.3
GMBZM660-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.94,,Heteromurus,0.94,,Heteromurus nitidus,0.94
GMBZN020-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,0.98,Brachymyrmex,Nylanderia,0.84,,Nylanderia sp.,0.84
GMBZN028-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZN154-16,Insecta,Insecta,0.95,Hymenoptera,Hymenoptera,0.93,Encyrtidae,Formicidae,0.31,,Tetramorium,0.3,,Tetramorium sp.,0.3
GMBZN327-16,Insecta,Insecta,0.39,Diptera,Diptera,0.19,Ceratopogonidae,Limoniidae,0.13,,Dicranomyia,0.13,,Dicranomyia sp.,0.13
GMBZO059-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZP256-16,Insecta,Insecta,0.91,Diptera,Diptera,0.82,Ceratopogonidae,Limoniidae,0.46,,Dicranomyia,0.46,,Dicranomyia sp.,0.46
GMBZV125-16,Insecta,Insecta,0.98,Diptera,Diptera,0.81,Cecidomyiidae,Cecidomyiidae,0.77,,Asteromyia,0.67,,Asteromyia modesta,0.3
GMBZX169-16,Insecta,Insecta,1.0,Diptera,Diptera,0.89,Cecidomyiidae,Cecidomyiidae,0.88,,Asteromyia,0.67,,Asteromyia carbonifera,0.48
GMMBA346-16,Insecta,Insecta,0.99,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.82,Forcipomyia,Dicranomyia,0.82,,Dicranomyia sp.,0.82
GMMBB364-16,Insecta,Malacostraca,0.35,Diptera,Isopoda,0.35,Cecidomyiidae,Stenasellidae,0.34,,Stenasellus,0.34,,Stenasellus virei,0.34
GMMBB407-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Chironomidae,0.9,,Polypedilum,0.86,,Polypedilum cultellatum,0.56
GMMBB411-16,Insecta,Chilopoda,0.56,Diptera,Scolopendromorpha,0.56,Phoridae,Scolopendridae,0.56,,Scolopendra,0.56,,Scolopendra subspinipes,0.56
GMMBB422-16,Insecta,Insecta,0.95,Diptera,Diptera,0.88,Psychodidae,Limoniidae,0.43,,Dicranomyia,0.43,,Dicranomyia sp.,0.43
GMMBB481-16,Insecta,Insecta,1.0,Diptera,Diptera,0.88,Cecidomyiidae,Cecidomyiidae,0.87,,Asteromyia,0.83,,Asteromyia modesta,0.59
GMMBC562-16,Insecta,Insecta,0.6,Diptera,Diptera,0.52,Ceratopogonidae,Limoniidae,0.45,,Dicranomyia,0.45,,Dicranomyia sp.,0.45
GMMBC587-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chloropidae,Syrphidae,0.35,,Copestylum,0.35,,Copestylum sp.,0.35
GMMBC707-16,Insecta,Insecta,0.71,Diptera,Diptera,0.64,Sciaridae,Limoniidae,0.5,,Dicranomyia,0.5,,Dicranomyia sp.,0.5
GMMBC898-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.96,,Heteromurus,0.96,,Heteromurus nitidus,0.96
GMMBD050-16,Insecta,Insecta,1.0,Lepidoptera,Lepidoptera,0.99,Cosmopterigidae,Gelechiidae,0.53,,Chionodes,0.52,,Chionodes sp.,0.52
GMMBD1003-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Empididae,Limoniidae,0.7,,Dicranomyia,0.7,,Dicranomyia sp.,0.7
GMMBD1199-16,Insecta,Insecta,0.62,Diptera,Diptera,0.55,Ceratopogonidae,Limoniidae,0.54,,Dicranomyia,0.54,,Dicranomyia sp.,0.54
GMMBD1232-16,Insecta,Insecta,0.98,Diptera,Diptera,0.93,Ceratopogonidae,Limoniidae,0.68,,Dicranomyia,0.68,,Dicranomyia sp.,0.68
GMMBD379-16,Insecta,Insecta,0.91,Diptera,Diptera,0.77,Psychodidae,Limoniidae,0.23,,Dicranomyia,0.23,,Dicranomyia sp.,0.23
GMMBD483-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.75,,Dicranomyia,0.75,,Dicranomyia sp.,0.75
GMMBD537-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.84,,Dicranomyia,0.84,,Dicranomyia sp.,0.84
GMMBD706-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.73,,Dicranomyia,0.73,,Dicranomyia sp.,0.73
GMMBD923-16,Insecta,Insecta,1.0,Diptera,Diptera,0.97,Ceratopogonidae,Limoniidae,0.79,,Dicranomyia,0.78,,Dicranomyia sp.,0.78
GMMBD937-16,Insecta,Insecta,0.99,Diptera,Diptera,0.96,Cecidomyiidae,Cecidomyiidae,0.94,,Asteromyia,0.89,,Asteromyia carbonifera,0.74
GMMBE433-16,Insecta,Insecta,0.98,Lepidoptera,Lepidoptera,0.97,,Saturniidae,0.43,,Hylesia,0.42,,Hylesia sp.,0.42
GMMBE491-16,Insecta,Malacostraca,0.36,Hemiptera,Isopoda,0.27,Aleyrodidae,Stenasellidae,0.27,,Stenasellus,0.27,,Stenasellus virei,0.27
GMMBF153-16,Insecta,Insecta,0.92,Coleoptera,Coleoptera,0.84,Mordellidae,Curculionidae,0.78,,Trigonopterus,0.78,,Trigonopterus sp.,0.78
GMMBF234-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Dolichoderus,Dolichoderus,1.0,Dolichoderus rugocapitus,Dolichoderus rugocapitus,1.0
GMMBF452-16,Insecta,Insecta,0.89,Diptera,Diptera,0.75,Sciaridae,Sciaridae,0.6,,Baeosciara,0.3,,Baeosciara scotica,0.3
GMMBG1075-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Scatopsidae,Syrphidae,0.63,,Copestylum,0.63,,Copestylum sp.,0.63
GMMBG1287-16,Insecta,Malacostraca,0.36,Diptera,Isopoda,0.35,Sciaridae,Stenasellidae,0.35,,Stenasellus,0.35,,Stenasellus virei,0.35
GMMBG1614-16,Insecta,Insecta,0.99,Diptera,Diptera,0.71,Cecidomyiidae,Cecidomyiidae,0.71,,Lestodiplosis,0.35,,Lestodiplosis juniperina,0.34
GMMBG437-16,Insecta,Insecta,1.0,Diptera,Diptera,0.97,Mycetophilidae,Limoniidae,0.51,,Dicranomyia,0.51,,Dicranomyia sp.,0.51
GMMBG953-16,Insecta,Insecta,0.89,Diptera,Hymenoptera,0.55,Cecidomyiidae,Vespidae,0.48,,Ropalidia,0.48,,Ropalidia sp.,0.48
GMMBI119-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.77,,Dicranomyia,0.77,,Dicranomyia sp.,0.77
GMMBI351-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Dolichopodidae,Limoniidae,0.92,,Dicranomyia,0.92,,Dicranomyia sp.,0.92
GMMBI819-16,Insecta,Insecta,0.61,Diptera,Diptera,0.56,Ceratopogonidae,Limoniidae,0.46,,Dicranomyia,0.46,,Dicranomyia sp.,0.46
GMBZA137-16,Insecta,Insecta,0.99,Diptera,Diptera,0.92,Ceratopogonidae,Limoniidae,0.8,,Dicranomyia,0.8,,Dicranomyia sp.,0.8
GMBZB180-16,Insecta,Insecta,0.82,Diptera,Diptera,0.76,Ceratopogonidae,Limoniidae,0.42,,Dicranomyia,0.42,,Dicranomyia sp.,0.42
GMBZB202-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ceratopogonidae,Limoniidae,0.98,,Dicranomyia,0.98,,Dicranomyia sp.,0.98
GMBZB225-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.98,,Dicranomyia,0.98,,Dicranomyia sp.,0.98
GMBZB264-16,Insecta,Insecta,0.47,Diptera,Diptera,0.26,Ceratopogonidae,Limoniidae,0.24,,Dicranomyia,0.24,,Dicranomyia sp.,0.24
GMBZB663-16,Arachnida,Arachnida,0.56,Sarcoptiformes,Sarcoptiformes,0.56,Galumnidae,Oppiidae,0.33,,Oppiella,0.32,,Oppiella nova,0.32
GMBZC114-16,Insecta,Insecta,1.0,Diptera,Diptera,0.91,Cecidomyiidae,Cecidomyiidae,0.91,,Asteromyia,0.9,,Asteromyia carbonifera,0.81
GMBZC716-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Isotomidae,0.59,,Folsomia,0.59,,Folsomia quadrioculata,0.59
GMBZD375-16,Insecta,Insecta,0.99,Coleoptera,Diptera,0.55,Cleridae,Syrphidae,0.37,,Copestylum,0.37,,Copestylum sp.,0.37
GMBZE209-16,Insecta,Insecta,0.76,Diptera,Diptera,0.59,Ceratopogonidae,Limoniidae,0.46,,Dicranomyia,0.46,,Dicranomyia sp.,0.46
GMBZE266-16,Collembola,Collembola,0.94,Entomobryomorpha,Entomobryomorpha,0.94,Entomobryidae,Entomobryidae,0.57,,Heteromurus,0.57,,Heteromurus nitidus,0.57
GMBZF410-16,Insecta,Insecta,0.88,Diptera,Diptera,0.37,Cecidomyiidae,Limoniidae,0.29,,Dicranomyia,0.29,,Dicranomyia sp.,0.29
GMBZF428-16,Insecta,Chilopoda,0.24,Diptera,Scolopendromorpha,0.24,Sciaridae,Scolopendridae,0.24,Hyperlasion,Scolopendra,0.24,,Scolopendra subspinipes,0.24
GMBZH317-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.98,,Heteromurus,0.98,,Heteromurus nitidus,0.98
GMBZK232-16,Insecta,Insecta,1.0,Diptera,Diptera,0.98,Cecidomyiidae,Cecidomyiidae,0.98,,Asteromyia,0.81,,Asteromyia modesta,0.45
GMBZL127-16,Insecta,Insecta,0.77,Diptera,Diptera,0.61,Ceratopogonidae,Limoniidae,0.53,,Dicranomyia,0.53,,Dicranomyia sp.,0.53
GMBZL135-16,Insecta,Insecta,0.98,Diptera,Diptera,0.98,Ceratopogonidae,Limoniidae,0.73,,Dicranomyia,0.73,,Dicranomyia sp.,0.73
GMBZL428-16,Insecta,Chilopoda,0.32,Diptera,Scolopendromorpha,0.32,Sciaridae,Scolopendridae,0.32,Hyperlasion,Scolopendra,0.32,,Scolopendra subspinipes,0.32
GMBZL432-16,Insecta,Chilopoda,0.24,Diptera,Scolopendromorpha,0.24,Sciaridae,Scolopendridae,0.24,Hyperlasion,Scolopendra,0.24,,Scolopendra subspinipes,0.24
GMBZL454-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZL456-16,Insecta,Insecta,0.9,Hymenoptera,Diptera,0.67,Formicidae,Sciaridae,0.6,,Corynoptera,0.51,,Corynoptera tridentata,0.47
GMBZM169-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,,Tetramorium,0.71,,Tetramorium sp.,0.69
GMBZM664-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,1.0,,Heteromurus,0.99,,Heteromurus nitidus,0.99
GMBZN132-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZN191-16,Insecta,Insecta,0.98,Diptera,Diptera,0.85,Cecidomyiidae,Cecidomyiidae,0.83,,Asteromyia,0.82,,Asteromyia carbonifera,0.67
GMBZP270-16,Insecta,Insecta,0.99,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.94,,Dicranomyia,0.94,,Dicranomyia sp.,0.94
GMBZP482-16,Insecta,Insecta,0.93,Coleoptera,Diptera,0.55,Cleridae,Syrphidae,0.36,,Copestylum,0.36,,Copestylum sp.,0.36
GMBZP545-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.8,,Heteromurus,0.8,,Heteromurus nitidus,0.8
GMBZV228-16,Insecta,Insecta,1.0,Diptera,Diptera,0.74,Mycetophilidae,Limoniidae,0.56,,Dicranomyia,0.56,,Dicranomyia sp.,0.56
GMBZX210-16,Insecta,Insecta,0.94,Diptera,Hymenoptera,0.53,Cecidomyiidae,Ichneumonidae,0.2,,Mesochorus,0.18,,Mesochorus sp.,0.18
GMBZX232-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Cecidomyiidae,Cecidomyiidae,0.94,,Asteromyia,0.53,,Asteromyia carbonifera,0.41
GMMBA566-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Limoniidae,0.66,,Dicranomyia,0.66,,Dicranomyia sp.,0.66
GMMBB405-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Muscidae,Muscidae,0.38,,Coenosia,0.37,,Coenosia atra,0.37
GMMBB582-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Phoridae,Phoridae,0.89,,Megaselia,0.89,,Megaselia ruficornis,0.25
GMMBC745-16,Insecta,Insecta,0.98,Diptera,Diptera,0.98,Ceratopogonidae,Limoniidae,0.81,,Dicranomyia,0.81,,Dicranomyia sp.,0.81
GMMBC791-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Chironomidae,1.0,Chironomus,Chironomus,1.0,,Chironomus incertipenis,1.0
GMMBD109-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Anoplolepis,Anoplolepis,1.0,Anoplolepis gracilipes,Anoplolepis gracilipes,1.0
GMMBD1286-16,Insecta,Insecta,0.94,Diptera,Hymenoptera,0.32,Cecidomyiidae,Ichneumonidae,0.17,,Mesochorus,0.17,,Mesochorus sp.,0.17
GMMBD1313-16,Insecta,Insecta,0.96,Diptera,Diptera,0.92,Ceratopogonidae,Limoniidae,0.75,,Dicranomyia,0.74,,Dicranomyia sp.,0.74
GMMBD854-16,Insecta,Insecta,0.95,Diptera,Diptera,0.88,Ceratopogonidae,Limoniidae,0.59,,Dicranomyia,0.59,,Dicranomyia sp.,0.59
GMMBD893-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Dolichopodidae,Limoniidae,0.6,,Dicranomyia,0.6,,Dicranomyia sp.,0.6
GMMBD919-16,Insecta,Insecta,0.97,Diptera,Diptera,0.92,Ceratopogonidae,Limoniidae,0.71,,Dicranomyia,0.7,,Dicranomyia sp.,0.7
GMMBE645-16,Insecta,Insecta,0.67,Diptera,Diptera,0.64,Sciaridae,Limoniidae,0.3,,Dicranomyia,0.3,,Dicranomyia sp.,0.3
GMMBF139-16,Insecta,Insecta,0.93,Coleoptera,Lepidoptera,0.73,,Apatelodidae,0.53,,Apatelodes,0.53,,Apatelodes sp.,0.53
GMMBF175-16,Insecta,Insecta,1.0,Coleoptera,Coleoptera,1.0,Curculionidae,Curculionidae,1.0,Xylosandrus,Xyleborus,0.4,,Xyleborus ferrugineus,0.4
GMMBF544-16,Insecta,Insecta,0.99,Diptera,Diptera,0.55,Psychodidae,Limoniidae,0.36,,Dicranomyia,0.35,,Dicranomyia sp.,0.35
GMMBG1024-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Limoniidae,0.62,,Dicranomyia,0.62,,Dicranomyia sp.,0.62
GMMBG1798-16,Insecta,Insecta,0.99,Diptera,Diptera,0.93,Cecidomyiidae,Cecidomyiidae,0.93,,Asteromyia,0.86,,Asteromyia carbonifera,0.53
GMMBG449-16,Insecta,Insecta,0.94,Diptera,Diptera,0.85,Sciaridae,Syrphidae,0.28,,Copestylum,0.28,,Copestylum sp.,0.28
GMMBG497-16,Insecta,Insecta,0.93,Diptera,Diptera,0.85,Sciaridae,Sciaridae,0.81,,Bradysia,0.54,,Bradysia tilicola,0.39
GMMBG612-16,Insecta,Insecta,0.79,Diptera,Diptera,0.73,Chironomidae,Limoniidae,0.36,,Dicranomyia,0.36,,Dicranomyia sp.,0.36
GMMBG650-16,Insecta,Insecta,0.81,Diptera,Diptera,0.75,Sciaridae,Sciaridae,0.67,,Bradysia,0.25,,Bradysia tilicola,0.22
GMMBG679-16,Insecta,Insecta,0.99,Diptera,Diptera,0.97,Chironomidae,Limoniidae,0.71,,Dicranomyia,0.71,,Dicranomyia sp.,0.71
GMMBG716-16,Insecta,Insecta,0.77,Diptera,Diptera,0.73,Sciaridae,Limoniidae,0.52,,Dicranomyia,0.52,,Dicranomyia sp.,0.52
GMMBG910-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Phoridae,Limoniidae,0.44,,Dicranomyia,0.44,,Dicranomyia sp.,0.44
GMMBG942-16,Insecta,Insecta,0.98,Diptera,Hymenoptera,0.9,Cecidomyiidae,Vespidae,0.81,,Ropalidia,0.81,,Ropalidia sp.,0.81
GMMBI293-16,Insecta,Malacostraca,0.28,Diptera,Isopoda,0.24,Phoridae,Stenasellidae,0.2,,Stenasellus,0.2,,Stenasellus virei,0.2
GMMBI576-16,Insecta,Insecta,0.94,Diptera,Diptera,0.88,Ceratopogonidae,Limoniidae,0.66,,Dicranomyia,0.66,,Dicranomyia sp.,0.66
GMMBI777-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Cecidomyiidae,Cecidomyiidae,1.0,,Lestodiplosis,0.96,,Lestodiplosis juniperina,0.96
GMMBI789-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Chironomidae,Limoniidae,0.65,,Dicranomyia,0.65,,Dicranomyia sp.,0.65
GMMBI814-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Ceratopogonidae,Limoniidae,0.95,,Dicranomyia,0.95,,Dicranomyia sp.,0.95
GMBZB159-16,Insecta,Chilopoda,0.26,Diptera,Scolopendromorpha,0.26,Sciaridae,Scolopendridae,0.26,,Scolopendra,0.26,,Scolopendra subspinipes,0.26
GMBZB607-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.52,,Heteromurus,0.52,,Heteromurus nitidus,0.52
GMBZC235-16,Insecta,Insecta,0.9,Diptera,Diptera,0.84,Sciaridae,Sciaridae,0.68,,Corynoptera,0.31,,Corynoptera tridentata,0.2
GMBZC369-16,Insecta,Insecta,0.99,Diptera,Diptera,0.97,Cecidomyiidae,Cecidomyiidae,0.97,,Lestodiplosis,0.48,,Lestodiplosis juniperina,0.47
GMBZC727-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.97,,Heteromurus,0.97,,Heteromurus nitidus,0.97
GMBZF351-16,Insecta,Insecta,1.0,Diptera,Diptera,0.85,Cecidomyiidae,Cecidomyiidae,0.85,,Asteromyia,0.76,,Asteromyia carbonifera,0.35
GMBZF375-16,Insecta,Insecta,0.98,Diptera,Diptera,0.75,Sciaridae,Limoniidae,0.53,,Dicranomyia,0.53,,Dicranomyia sp.,0.53
GMBZG077-16,Insecta,Insecta,0.92,Diptera,Diptera,0.88,Sciaridae,Sciaridae,0.65,,Corynoptera,0.24,,Corynoptera tridentata,0.23
GMBZH257-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Phoridae,Limoniidae,0.75,,Dicranomyia,0.75,,Dicranomyia sp.,0.75
GMBZJ186-16,Insecta,Insecta,0.92,Diptera,Diptera,0.88,Sciaridae,Sciaridae,0.65,,Corynoptera,0.24,,Corynoptera tridentata,0.23
GMBZK053-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Drosophilidae,Drosophilidae,1.0,Drosophila,Drosophila,1.0,Drosophila sturtevanti,Drosophila sturtevanti,1.0
GMBZK126-16,Insecta,Insecta,0.97,Diptera,Diptera,0.89,Ceratopogonidae,Limoniidae,0.77,,Dicranomyia,0.75,,Dicranomyia sp.,0.75
GMBZK263-16,Insecta,Insecta,1.0,Diptera,Diptera,0.99,Ceratopogonidae,Limoniidae,0.97,,Dicranomyia,0.97,,Dicranomyia sp.,0.97
GMBZK294-16,Insecta,Insecta,1.0,Diptera,Diptera,0.95,Cecidomyiidae,Cecidomyiidae,0.95,,Asteromyia,0.71,,Asteromyia carbonifera,0.49
GMBZK420-16,Collembola,Collembola,1.0,Entomobryomorpha,Entomobryomorpha,1.0,Entomobryidae,Entomobryidae,0.94,,Heteromurus,0.94,,Heteromurus nitidus,0.94
GMBZL073-16,Insecta,Insecta,0.76,Diptera,Diptera,0.53,Ceratopogonidae,Limoniidae,0.27,,Dicranomyia,0.27,,Dicranomyia sp.,0.27
GMBZL099-16,Insecta,Insecta,1.0,Diptera,Diptera,1.0,Chironomidae,Chironomidae,0.87,,Polypedilum,0.36,,Polypedilum cultellatum,0.15
GMBZL292-16,Insecta,Insecta,0.73,Diptera,Diptera,0.32,Ceratopogonidae,Limoniidae,0.23,,Dicranomyia,0.23,,Dicranomyia sp.,0.23
GMBZL322-16,Insecta,Insecta,0.98,Diptera,Hymenoptera,0.44,Cecidomyiidae,Vespidae,0.44,,Ropalidia,0.44,,Ropalidia sp.,0.44
GMBZL338-16,Insecta,Insecta,0.98,Diptera,Diptera,0.75,Cecidomyiidae,Cecidomyiidae,0.74,,Asteromyia,0.71,,Asteromyia carbonifera,0.62
GMBZL369-16,Insecta,Insecta,0.94,Diptera,Diptera,0.78,Phoridae,Limoniidae,0.61,,Dicranomyia,0.61,,Dicranomyia sp.,0.61
GMBZM157-16,Insecta,Insecta,1.0,Hymenoptera,Hymenoptera,1.0,Formicidae,Formicidae,1.0,Crematogaster,Crematogaster,1.0,Crematogaster carinata,Crematogaster carinata,1.0
GMBZM324-16,Insecta,Insecta,0.94,Diptera,Diptera,0.83,Ceratopogonidae,Limoniidae,0.43,,Dicranomyia,0.43,,Dicranomyia sp.,0.43
GMBZM438-16,Insecta,Insecta,1.0,Diptera,Diptera,0.94,Ceratopogonidae,Limoniidae,0.63,,Dicranomyia,0.63,,Dicranomyia sp.,0.63
